,news_id,text_no_stopwords,label
19,43957,reuters fargo appointed dahlgren regulatory relations effective dahlgren joins mckinsey report fargo chief risk officer loughlin successor named loughlin announced retirement reut rs dobjd reporting aparajita saxena bengaluru,0.0
20,14057,business wire residential investment corp nyse nrz residential company announced today intention offer shares common underwritten public offering subject market conditions underwriters offer shares time time transactions exchange counter market negotiated transactions market prices prevailing time prices relating prevailing market prices negotiated prices connection offering company expects underwriters option period days purchase additional shares common company intends net proceeds offering investments general corporate purposes credit securities llc bofa incorporated btig llc fbr ubs securities llc acting joint running managers offering offering made pursuant company effective shelf registration statement filed securities exchange commission sec offering made prospectus related prospectus supplement prospective investors prospectus supplement prospectus registration statement documents company filed file sec complete information company offering obtain documents visiting sec website sec gov alternatively copies prospectus prospectus supplement obtained credit securities llc attention prospectus department avenue ny email newyork prospectus credit telephone attention broadridge financial solutions avenue edgewood ny telephone bofa nc college floor nc attention prospectus department email dg prospectusrequests baml btig llc avenue floor ny email equitycapitalmarkets btig telephone fbr suite ca attention prospectus department telephone ubs securities llc avenue americas ny attention prospectus department telephone press release constitute offer solicitation offer buy shares common securities jurisdiction offer solicitation unlawful registration qualification securities jurisdiction residential residential focuses opportunistically investing actively managing investments related residential estate company primarily targets investments mortgage servicing related assets related opportunistic investments residential organized conducts operations qualify estate investment trust federal income tax purposes company managed affiliate fortress investment group llc global investment management firm forward statements statements press release constitute forward statements meaning private securities litigation reform act including limited statements relating offering intended proceeds offering statements based management current expectations beliefs subject number trends uncertainties actual results differ materially forward statements control company give assurance expectations attained undue reliance forward statements contained press release discussion risks important factors affect forward statements sections entitled risk factors prospectus supplement prospectus related offering company report form reports form sections entitled management discussion analysis financial condition results operations incorporated reference prospectus supplement related offering company report form reports form addition risks uncertainties emerge time time company predict assess impact factor actual results differ contained forward statements forward statements speak press release company expressly disclaims obligation release publicly updates revisions forward statements contained reflect change company expectations regard thereto change events conditions circumstances statement based view source version news home residential investment corp investor relations source residential investment corp,1.0
21,77283,recasts leads adds analyst comment ljunggren ottawa reuters trade deficit jumped rail transport problems slashed exports canola statistics deficit larger shortfall predicted analysts reuters poll recorded trade surpluses exports grew percent shipments motor vehicles parts rebounded percent atypical auto closures exports aircraft transportation equipment rocketed percent exports farm fishing intermediate food products dropped percent largest fall record continuing shortages rail cars western cut exports percent canola percent prusakowski senior economist export development noted strength vehicle aircraft sectors predicted rail issues data stronger phone volume terms exports percent imports percent percent surge shipments energy products pushed higher demand crude oil crude bitumen imports motor vehicles parts climbed percent auto shutdowns ended changed news separately data released showed trade deficit ferley assistant chief economist bank stronger imports showed strength domestic economy indications growth coming weaker expected dampen market expectations term tightening bank phone interview central bank raised rates times repeatedly cites uncertainty future trade agreement risk factor economy percent goods exports states trilateral agreement collapsed exports states percent imports increased percent result trade surplus states shrank reporting ljunggren additional reporting fergal editing orlofsky benkoe,-1.0
22,297879,repeats earlier polansek plume reuters grain merchants seeking resume purchases sorghum anti dumping probe halted trade world biggest buyer seller grain finding supplies tight dealers importers calling traders check prices availability dropped investigation shipments sorghum sold countries ethanol makers trade spat dealers part probe slapped hefty deposit sorghum imports raising costs buyers sending benchmark prices spiraling decline supplies shows trade dispute biggest economies created challenges companies purchase sorghum feed livestock make fiery liquor called baijiu buyers spoken lot sorghum ended countries lust chief executive national sorghum producers industry association market sorghum supplies set remain tight plains states harvest crops traders harvests trade conflict farmers scrapped plans sorghum choosing probe prices graphic sorghum prices tmsnrt rs spyer drought expected reduce crop percent percent farmers start harvesting ton physical supply shipped immediately lust lot discussions crop shipped starts coming executive director sorghum producers trade group buyers scored prices inventory waiting crop sorghum supplies totaled bushels lowest department agriculture farmers reducing plantings recent due part lackluster demand dropped probe prices grain spiked cents basis bids cents bushel trade futures bids deliveries sorghum corpus fobcrp midland loads ships grain export spiked lows highest mid trade tensions began escalate bids deliveries fobcrp newly harvested sorghum spiked highs late farmers prices letting president vista exports corp buys grain farmers exported reading bullish stuff market temporary requirement deposits imports sorghum left buyers nervous striking deals potential disruption trade traders adm hit trading profit due trade dispute sorghum buy afraid lot uncertainty additional reporting hirtzer editing valdmanis dalgleish,-1.0
23,222821,vancouver reuters edged pledge increased shipments crude oil coast province pursuing legal advice jurisdiction impose temporary ban province sparked trade war neighboring announced numerous environmental rules including plans bar increase heavy oil shipments panel studied impact heavy oil spills measures protect environment economy coast drastic consequence diluted bitumen spill premier horgan statement prepared confirm courts proposed rules direct attack trans pipeline expansion triple capacity existing pipeline energy heartland metro vancouver port response premier notley imposed ban wine called federal government step assert jurisdiction project trans expansion approved repeatedly delayed permitting issues horgan government retaining legal counsel pursue jurisdictional issues court process meantime province proceed measures oil spill preparedness response compensation dollars reporting editing maler,-1.0
24,271891,amsterdam reuters veon dutch based operator telecommunications companies reported wider loss operations biggest market improved veon operates ukraine uzbekistan algeria reported loss versus loss period ago revenue percent company stripping effects disposed operations currencies fluctuations revenues risen percent shares percent worries viability company plan make mobile internet services ceo yves charlier stepped company run interim basis chairwoman xerox leader revenues grew percent earnings interest taxes depreciation amortisation ebitda grew percent company recorded losses share joint ventures primarily percent stake wind tre compared losses period veon debt grew end shareholders equity veon repeated expects meet full targets flat single digit growth organic revenue ebitda flow reporting editing sunil nair,-1.0
25,244616,pressman announcements coming wave faster wireless networks dubbed generation pouring approach start mobile world congress trade show fooled won added specificity public plans tech reach speeds times faster current lte networks cell towers parts waco undisclosed markets end announcement bring dozen unspecified markets end competitors mobile tmus verizon vz set roughly similar schedules progressive expansions problem phone maker compatible phone samsung models unveiled mwc expected support manufactures committed start introducing phones mobile device wi fi hotspot phone targeted markets vast vast majority consumers dream remain data sheet technology newsletter confusingly named evolution service offered dozen markets continue expand debut offering isn prompted mobile cto quip company announcing eventual fastest version lte evolution service combines couple cutting transmission tricks reach speeds theoretically approaching gigabit carriers mobile modem maker qualcomm generally refer kind service gigabit lte unlike phone makers added parts activated features needed consumers advantage gigabit lte aapl current flagship smartphone lg samsung startup essential advantage technology reach speeds world tend top megabits download typical hd movie minutes sponsored financial content,1.0
26,240561,branford globe newswire bioxcel therapeutics bti clinical stage biopharmaceutical development company utilizing artificial intelligence identify wave medicines neuroscience immuno oncology today announced publicly filed registration statement form securities exchange commission sec relating proposed initial public offering common number shares offered proposed offering determined bti applied list common nasdaq capital market ticker symbol btai barclays capital ubs securities llc bmo capital markets corp acting joint running managers proposed offering canaccord genuity acting lead manager proposed offering made prospectus copy preliminary prospectus obtained barclays capital broadridge financial solutions avenue edgewood ny telephone email barclaysprospectus broadridge ubs securities llc attention prospectus department avenue americas ny telephone email ol prospectusrequest ubs bmo capital markets corp attention equity syndicate department times square floor ny telephone email bmoprospectus bmo registration statement relating securities filed sec effective securities sold offers buy accepted time registration statement effective press release constitute offer solicitation offer buy securities securities jurisdiction offer solicitation unlawful registration qualification securities jurisdiction bioxcel therapeutics bti bioxcel therapeutics clinical stage biopharmaceutical company focused drug development utilizes artificial intelligence identify wave medicines neuroscience immuno oncology company drug innovation approach leverages existing approved drugs clinically validated product candidates big data proprietary machine learning algorithms identify therapeutic indices company advanced clinical development programs bxcl sublingual thin film formulation designed acute treatment agitation resulting neurological psychiatric disorders bxcl immuno oncology agent designed treatment rare form prostate cancer treatment pancreatic cancer contact information group bti janhavi mohite lroth theruthgroup jmohite theruthgroup source bioxcel corporation,1.0
27,205848,reuters korean trade representatives made complaint states unfairness safeguard measures imported washing machines solar panels asian trade minister president trump imposed steep tariff imported washing machines solar panels move protect manufacturers sparking criticism states began talks revise trade pact effect trump vocal scrapping tackle trade imbalances automakers korean trade minister talks complete hopeful wrapping negotiations heated negotiations told reporters hours round talks pact automobiles reducing trade deficit states biggest trading partner negotiators countries divided groups discuss specific subjects anti dumping safeguard issues auto sector market access tariffs investor dispute settlement added response tariffs trade ministry vowed actively respond trade protectionism including making complaint world trade organization wto reporting hyunjoo writing editing,-1.0
28,549,show chapters semiconductor surge pm fri unpredictable start chipmakers nvidia double digit gains micron technology glitched group reboot mixed start analyst signs point semiconductors capital told cnbc trading things simpler connected helps investors space outpaced broader markets performance smh semiconductor etf percent xlk technology etf semiconductors percent weighting risen percent climbed percent period gains continue outperformance semiconductor smh percent exceeding xlk advanced percent outpaced percent gain outperformance made individual names space expensive nvidia shares surged percent beginning quadruple gains putting earnings ratio times forward earnings fan nvidia buy hold pe space comparably cheap micron technology pe ratio times forward earnings micron underperformed rest group recent rocketing percent higher hitting highest levels shares pulled roughly percent add losses raise concerns health broader semis space maley equity strategist tabak technical basis forming symmetrical triangle maley told trading breaks yellow warning flag flag warning flag group micron fallen days risen shares added percent beginning peers amd nvidia instruments double digit percentage increases nxp semiconductors broadcom gains single digits vote vote results total votes scientific survey results total due rounding disclaimer,1.0
29,22951,pm minutes update homebuilder profit revenue beat higher reuters staff adds details earnings estimates reuters reported profit revenue estimates largest homebuilder sold homes robust housing market orders indicator future revenue homebuilders percent homes reflection job growth powering demand construction costs keeping prices company expects fiscal margin percent fluctuations quarters ahead compared forecast percent expects homes fiscal reaffirmed revenue forecast smaller rival pultegroup warned decline margin citing higher labor raw material costs pulte joined lennar corp staying upbeat housing demand climbing interest rates tax related mortgage debts single family homes sold homes earlier net income attributable company cents share ended cents share earlier excluding time charge company earned cents share average analysts estimate cents reuters revenue percent beating estimate based company shares risen percent reporting arunima banerjee bengaluru editing arun koyyur,1.0
30,56445,stamford charter communications nasdaq chtr today announced sinders join government affairs organization starting sinders join charter government affairs team senior president reporting executive president government affairs bohigian responsible directing company strategic policy political engagement congress administration excited lead critical part government affairs activity bohigian extensive policy background success managing teams tremendous asset company sinders joins charter senior president department government affairs hotel lodging association capacity oversaw association advocacy work federal local levels advisor association president ceo policy political issues sinders managed government affairs team work hotel lodging association sinders served chief staff campaign debt oversaw implementation campaign strategy directed activities staff sinders previously spent working senate served chief staff senator policy director senator sinders received government economics dartmouth college remains active alumni affairs lives charter charter nasdaq chtr leading broadband communications company largest operator states charter full advanced broadband services including spectrum tv video entertainment programming spectrum internet access spectrum voice spectrum business similarly scalable tailored cost effective broadband communications solutions business organizations business business internet access data networking business telephone video entertainment services wireless backhaul charter advertising production services sold spectrum reach information charter found charter multimedia releases sinders named svp government affairs html source charter communications,1.0
31,8122,quackenbush est round company wide layoffs bks cut lead cashiers digital leads experienced workers workers discovered news showed work learn longer jobs cnbc reports nationwide retailer stores nationally employed people number workers affect determined reviewing aspects business including labor model spokeswoman told cnbc decline adjusting staffing meets existing business customers business improves ll adjust dropped percent store percent online slid percent cuts coincide appointment mantel chief merchandising officer faces greater competition corporate giants wmt walmart amzn amazon ve secured larger share books market walmart plans expand books amazon opening bookstores future greater speculation past top investor sandell asset management urging sponsored financial content,-1.0
